name,smiles,oxygen,hydrogen,ocratio,hcratio
MPRBNO3O2,[O]OCC(C)(C)ON(=O)=O,2.0,8.0,0.2,0.8
C84O2,CCC(=O)CC(O[O])C(=O)CC,3.0,13.0,0.1875,0.8125
NC41OOA,OC(C(=[O+][O-])C)CON(=O)=O,3.0,6.0,0.3333333333333333,0.6666666666666666
PECO,CCC([O])CC,1.0,11.0,0.08333333333333333,0.9166666666666666
DMKOHO,CC(=O)C([O])C(O)C(=O)C,4.0,8.0,0.3333333333333333,0.6666666666666666
EOX2ETCHO,CCOCC=O,3.0,8.0,0.2727272727272727,0.7272727272727273
C617CO2H,O=CC(C)(C)C(=O)CC(=O)O,4.0,9.0,0.3076923076923077,0.6923076923076923
CHCL2OOH,OOC(Cl)Cl,1.0,1.0,0.5,0.5
NDNCRESO2,[O]OC1(O)C(=CC2(OOC1(C)C2ON(=O)=O)N(=O)=O)N(=O)=O,5.0,5.0,0.5,0.5
PXYLO,[O]Cc1ccc(C)cc1,1.0,9.0,0.1,0.9
METACETNO3,CC(=O)OCON(=O)=O,4.0,5.0,0.4444444444444444,0.5555555555555556
PXYMUCO,O=CC1OC1(C)C(O)C([O])C(=O)C,6.0,10.0,0.375,0.625
DNPXYOL,O=N(=O)c1cc(C)c(O)c(N(=O)=O)c1C,1.0,7.0,0.125,0.875
TM124MUO2H,CC(=O)C=CC1(C)OC1(C)C(=O)O,5.0,11.0,0.3125,0.6875
C5OCO3M,O=CC(=O)OC(C)C(=O)C,5.0,8.0,0.38461538461538464,0.6153846153846154
PXY1OOH,OOc1cc(C)ccc1C,1.0,9.0,0.1,0.9
CH3COCO3H,CC(=O)C(=O)OO,3.0,3.0,0.5,0.5
C9DCCO,O=C1CC(=O)C2C(=O)C1C2(C)C,3.0,10.0,0.23076923076923078,0.7692307692307693
C816O,CC(=O)CCC([O])C(=C)C,2.0,13.0,0.13333333333333333,0.8666666666666667
C512O,[O]CCC(=O)CC=O,3.0,7.0,0.3,0.7
C522CO3,[O]OC(=O)C(=C)CCC=O,3.0,7.0,0.3,0.7
MIBKOHAOOH,OOC(C(=O)C)C(C)(C)O,3.0,10.0,0.23076923076923078,0.7692307692307693
C510OH,O=CC(O)C(C)(O)CON(=O)=O,4.0,7.0,0.36363636363636365,0.6363636363636364
NEOPNO3,O=N(=O)OCC(C)(C)C,1.0,11.0,0.08333333333333333,0.9166666666666666
EBFUOOH,CCC1OC(=O)C(OO)C1O,5.0,8.0,0.38461538461538464,0.6153846153846154
C41CO3H,CC(C(=O)OO)C(=O)C,3.0,7.0,0.3,0.7
OXYOLO2,[O]OC1(O)C=C(C)C2(C)OOC1C2O,5.0,9.0,0.35714285714285715,0.6428571428571429
T123NCATO,O=N(=O)C1=C(O)C([O])(O)C2(C)OOC1(C)C2(C)O,6.0,9.0,0.4,0.6
C1310O,OCCC(=C)C(=O)CC(C)(C)C([O])CCC(=O)O,5.0,19.0,0.20833333333333334,0.7916666666666666
CO1H63O,OCCCC([O])CC=O,3.0,10.0,0.23076923076923078,0.7692307692307693
NCRESO,O=N(=O)OC1C2OOC1(C)C=CC2([O])O,5.0,7.0,0.4166666666666667,0.5833333333333334
CHCL3OOH,OOC(Cl)C(Cl)Cl,1.0,2.0,0.3333333333333333,0.6666666666666666
BUTAL2NO3,CCC(C=O)ON(=O)=O,2.0,7.0,0.2222222222222222,0.7777777777777778
EOX2OLBNO3,OCCOC(C)ON(=O)=O,4.0,8.0,0.3333333333333333,0.6666666666666666
C6H5C2CO3H,OOC(=O)Cc1ccccc1,2.0,7.0,0.2222222222222222,0.7777777777777778
HOC2H4CO3H,OCCC(=O)OO,3.0,4.0,0.42857142857142855,0.5714285714285714
NC3OOA,[O-][O+]=C(C)CON(=O)=O,2.0,5.0,0.2857142857142857,0.7142857142857143
BCLKET,O=CCCC(=O)C1CC(C)(C)C1CCC(=O)C,3.0,22.0,0.12,0.88
C89CO2,O=CCC1CC(C(=O)[O])C1(C)C,3.0,13.0,0.1875,0.8125
C89CO3,O=CCC1CC(C(=O)O[O])C1(C)C,3.0,13.0,0.1875,0.8125
C1013O2,COC(=O)CCC1C(O[O])CC1(C)C,4.0,17.0,0.19047619047619047,0.8095238095238095
C726CO3OH,CC(=O)C=CC(O)C(=O)C,3.0,9.0,0.25,0.75
M33C3CO2H,CCC(C)(C)C(=O)O,2.0,11.0,0.15384615384615385,0.8461538461538461
CCLOHCH2O2,[O]OCC(O)Cl,2.0,3.0,0.4,0.6
TMBO2,[O]OCc1cc(C)cc(C)c1,1.0,11.0,0.08333333333333333,0.9166666666666666
DNPHENO,O=N(=O)C1=CC2(OOC(C2O)C1([O])O)N(=O)=O,5.0,3.0,0.625,0.375
C6DCRBBOOH,CCC(=O)C=CC(=O)OO,3.0,7.0,0.3,0.7
M2BUOL2OH,CCC(C)(O)CO,2.0,10.0,0.16666666666666666,0.8333333333333334
C63O,OCC([O])CC(=O)CC,3.0,10.0,0.23076923076923078,0.7692307692307693
C1210OOH,OOCCC1C(CC1(C)C)C(=O)CCC=O,3.0,19.0,0.13636363636363635,0.8636363636363636
NPXYOLO,O=N(=O)OC1C2OOC1(C)C([O])(O)C=C2C,5.0,9.0,0.35714285714285715,0.6428571428571429
ACCOMECO3,CC(=O)OC(=O)CC(=O)O[O],6.0,5.0,0.5454545454545454,0.45454545454545453
C4CO2DCO3H,OOC(=O)C=CC(=O)C=O,4.0,3.0,0.5714285714285714,0.42857142857142855
DIME35EB,CCc1cc(C)cc(C)c1,0.0,14.0,0.0,1.0
MBOOOA,[O-][O+]=CC(C)(C)O,2.0,7.0,0.2222222222222222,0.7777777777777778
BOX2COMOOH,CCCC(OO)OC(=O)C(=O)C,5.0,11.0,0.3125,0.6875
C919OH,O=CCC(=O)C(CC=O)C(C)(C)O,4.0,13.0,0.23529411764705882,0.7647058823529411
NISOPO,[O]CC=C(C)CON(=O)=O,2.0,8.0,0.2,0.8
PTNCATECH,CCc1cc(N(=O)=O)c(C)c(O)c1O,2.0,9.0,0.18181818181818182,0.8181818181818182
PTNCATECO,CCC12OOC(N(=O)=O)(C(=C(O)C2([O])O)C)C1O,6.0,9.0,0.4,0.6
M2BUOL2O2,CCC(C)(CO)O[O],2.0,10.0,0.16666666666666666,0.8333333333333334
NC526O2,O=CCC(CO[N+](=O)[O-])(O[O])C,3.0,8.0,0.2727272727272727,0.7272727272727273
DMMBNO3,COC(OC)ON(=O)=O,5.0,7.0,0.4166666666666667,0.5833333333333334
C84O,CCC(=O)CC([O])C(=O)CC,3.0,13.0,0.1875,0.8125
MTCATEC1O,CCc1cc(C)cc(O)c1[O],2.0,10.0,0.16666666666666666,0.8333333333333334
C7M2CO5O2,[O]OC(C(=O)C)C(=CC(=O)C)C,3.0,11.0,0.21428571428571427,0.7857142857142857
H3C2C4PAN,O=N(=O)OOC(=O)CC(O)C(=O)C,4.0,6.0,0.4,0.6
C4MALOHOOH,O=CC(O)C(C)(OO)C=O,4.0,6.0,0.4,0.6
C1211CO3,[O]OC(=O)CCC(=O)C1CC(C1CCC(=O)O)(C)C,5.0,18.0,0.21739130434782608,0.782608695652174
C515O2,[O]OCC(=O)C(=O)CC=O,4.0,5.0,0.4444444444444444,0.5555555555555556
MVKOHBOOH,OCC(=O)C(CO)OO,4.0,5.0,0.4444444444444444,0.5555555555555556
C1213OOH,OCCC(=O)C(=O)CC(C)(C)C(OO)CCC(=O)O,6.0,17.0,0.2608695652173913,0.7391304347826086
NC51O2,[O]OC(CC(=O)C)CO[N+](=O)[O-],3.0,8.0,0.2727272727272727,0.7272727272727273
CO24C6O2,CC(O[O])C(=O)CC(=O)C,3.0,9.0,0.25,0.75
C9M2CO6OOH,CCC(=O)C=C(C)C(OO)C(=O)CC,3.0,15.0,0.16666666666666666,0.8333333333333334
C7CO3OHOOH,CCC(=O)C(OO)C(O)C(=O)C=O,5.0,8.0,0.38461538461538464,0.6153846153846154
C722O,O=CCC(C(=O)O)C(C)(C)[O],4.0,10.0,0.2857142857142857,0.7142857142857143
HM33C4O,OCCC(C)(C)C[O],2.0,12.0,0.14285714285714285,0.8571428571428571
CH3SOO2NO2,[O-][N+](=O)OOS(=O)C,0.0,3.0,0.0,1.0
HEXCNO3,CCCC(CC)ON(=O)=O,1.0,13.0,0.07142857142857142,0.9285714285714286
NBUACETAO2,[O]OC(C)CCOC(=O)C,4.0,11.0,0.26666666666666666,0.7333333333333333
CNO3CLOOH,OOC(Cl)CON(=O)=O,2.0,3.0,0.4,0.6
DNCRESO2,[O]OC1(O)C(=CC2(OOC1(C)C2O)N(=O)=O)N(=O)=O,5.0,5.0,0.5,0.5
HO2C5O,[O]CCCC(C)O,2.0,10.0,0.16666666666666666,0.8333333333333334
C5MCO2OHO2,[O]OC(C)(C=O)C(O)C(=O)C,4.0,8.0,0.3333333333333333,0.6666666666666666
C4MCODBPAN,O=N(=O)OOC(=O)C(=CC(=O)C)C,3.0,7.0,0.3,0.7
NO3CH2PAN,O=C(CON(=O)=O)OON(=O)=O,3.0,2.0,0.6,0.4
BCBNO3,[O-][N+](=O)OC1CCC(=C)C2CC(C)(C)C2CCC1(C)O,2.0,24.0,0.07692307692307693,0.9230769230769231
C4DBMECO3,[O]OC(=O)C(=C(CC)C(=O)C=O)C,4.0,9.0,0.3076923076923077,0.6923076923076923
C7M2CO5OH,CC(=O)C=C(C)C(O)C(=O)C,3.0,11.0,0.21428571428571427,0.7857142857142857
H3M3C6NO3,CCC(C)(O)CCCON(=O)=O,2.0,14.0,0.125,0.875
C5DICARBO2,[O]OC(C(=O)C)C(O)C=O,4.0,6.0,0.4,0.6
BOX2PROL,CCCCOCC(C)O,3.0,15.0,0.16666666666666666,0.8333333333333334
C5COCHOO,[O]CC(=O)CCC=O,3.0,7.0,0.3,0.7
C524CO,OCC(=O)C(=C)CO,3.0,6.0,0.3333333333333333,0.6666666666666666
BRETPAN,BrCC(=O)OON(=O)=O,2.0,2.0,0.5,0.5
C6CODIAL,O=CCCC(=O)CC=O,3.0,8.0,0.2727272727272727,0.7272727272727273
MXYFUOH,CC1OC(=O)C(C)(O)C1O,5.0,8.0,0.38461538461538464,0.6153846153846154
CL2OHPAN,O=N(=O)OOC(=O)C(O)(Cl)Cl,3.0,0.0,1.0,0.0
PROPALO2,CC(O[O])C=O,2.0,5.0,0.2857142857142857,0.7142857142857143
HO3C106NO3,CCCCC(CCC(O)CC)ON(=O)=O,2.0,20.0,0.09090909090909091,0.9090909090909091
DNIPBNZLO2,[O]OC1(O)C(=CC2(OOC1(C(C)C)C2O)N(=O)=O)N(=O)=O,5.0,9.0,0.35714285714285715,0.6428571428571429
M2C43CO2H,CC(C(C)C)C(=O)O,2.0,11.0,0.15384615384615385,0.8461538461538461
C8BCO,[O]C1CC2CC1C2(C)C,1.0,13.0,0.07142857142857142,0.9285714285714286
MXYFUO2,CC1(O[O])C(O)C(C)OC1=O,5.0,8.0,0.38461538461538464,0.6153846153846154
TM123BP2OH,OC1C=CC2(C)OOC1(C)C2(C)O,4.0,12.0,0.25,0.75
C65NO3CO3H,CCCCC(ON(=O)=O)C(=O)OO,3.0,10.0,0.23076923076923078,0.7692307692307693
C534OOH,O=CC(C(C(=O)OO)(OO)C)O,5.0,5.0,0.5,0.5
C89O,O=CCC1CC([O])C1(C)C,2.0,13.0,0.13333333333333333,0.8666666666666667
HO3C86NO3,CCC(O)CCC(CC)ON(=O)=O,2.0,16.0,0.1111111111111111,0.8888888888888888
NTMB2FUO,O=N(=O)OC1(C)C(C)OC(=O)C1(C)[O],5.0,10.0,0.3333333333333333,0.6666666666666666
H13M3C5O2,OCCC(C)(O)C(C)O[O],3.0,11.0,0.21428571428571427,0.7857142857142857
C915O,O=CC1C(=O)CCC([O])C1(C)C,3.0,13.0,0.1875,0.8125
C830O2,O=CCC1C(O[O])CC1(C)C,2.0,13.0,0.13333333333333333,0.8666666666666667
INAHPCO3,[O]OC(=O)C(C)(OO)C(O)CON(=O)=O,5.0,6.0,0.45454545454545453,0.5454545454545454
IPBZMUCO3H,OOC(=O)C1OC1C=CC(=O)C(C)C,5.0,11.0,0.3125,0.6875
CO3C75O,CCC([O])CC(=O)CC,2.0,13.0,0.13333333333333333,0.8666666666666667
C43NO3CO3H,OOC(=O)C(C)(CC)ON(=O)=O,3.0,8.0,0.2727272727272727,0.7272727272727273
HO2MC5NO3,CC(O)CC(C)CON(=O)=O,2.0,12.0,0.14285714285714285,0.8571428571428571
DETLMUOOH,CCC(=O)C(O)C(C)(OO)C1OC1(CC)C=O,6.0,16.0,0.2727272727272727,0.7272727272727273
C6H5C2OH,OCCc1ccccc1,1.0,9.0,0.1,0.9
C4M2NO32O2,[O]OC(C)C(C)(C)ON(=O)=O,2.0,10.0,0.16666666666666666,0.8333333333333334
H13M3C5O,OCCC(C)(O)C(C)[O],3.0,11.0,0.21428571428571427,0.7857142857142857
NPEBQOOH,OOC1C(=O)C=C(CC)C(=O)C1ON(=O)=O,4.0,8.0,0.3333333333333333,0.6666666666666666
ETBEACHO,CCOC(C)(C)C=O,3.0,12.0,0.2,0.8
H2M4C65O,CC(O)CC(C)C(C)[O],2.0,14.0,0.125,0.875
PETLMUCCO3,CCC(=O)C=CC1(C)OC1C(=O)O[O],5.0,11.0,0.3125,0.6875
C4MNO32OOH,OOCC(ON(=O)=O)C(C)C,2.0,10.0,0.16666666666666666,0.8333333333333334
C5CO234O2,CC(=O)C(=O)C(=O)CO[O],4.0,5.0,0.4444444444444444,0.5555555555555556
C830OH,O=CCC1C(O)CC1(C)C,2.0,13.0,0.13333333333333333,0.8666666666666667
HO3C126NO3,CCCCCCC(CCC(O)CC)ON(=O)=O,2.0,24.0,0.07692307692307693,0.9230769230769231
C624CHO,CC(=C)C(CCO)C=O,2.0,11.0,0.15384615384615385,0.8461538461538461
C136O,O=CCCC(=C)C1CC(C)(C)C1CC[O],2.0,21.0,0.08695652173913043,0.9130434782608695
M22C3CO3,[O]OC(=O)CC(C)(C)C,2.0,11.0,0.15384615384615385,0.8461538461538461
PXYLOOH,OOCc1ccc(C)cc1,1.0,9.0,0.1,0.9
TM124QOOH,OOC1(C)C(O)C(=O)C(=C(C)C1=O)C,4.0,10.0,0.2857142857142857,0.7142857142857143
IPNNCATOOH,OOC1(O)C(=C(N(=O)=O)C2OOC1(C(C)C)C2ON(=O)=O)O,6.0,9.0,0.4,0.6
C5DICARBO,O=CC(O)C([O])C(=O)C,4.0,6.0,0.4,0.6
HO2NO2,,0.0,0.0,,
TM123O,Cc1ccc([O])c(C)c1C,1.0,11.0,0.08333333333333333,0.9166666666666666
TM123B,Cc1cccc(C)c1C,0.0,12.0,0.0,1.0
C1312OOH,O=CCCC(=C)C(=O)CC(C)(C)C(OO)CCO,4.0,20.0,0.16666666666666666,0.8333333333333334
PHAN,OCC(=O)OON(=O)=O,3.0,2.0,0.6,0.4
COO2C4OOH,OOCCC(=O)OC,4.0,7.0,0.36363636363636365,0.6363636363636364
C916NO3,O=CCCC(=O)C(C=O)C(C)(C)ON(=O)=O,4.0,13.0,0.23529411764705882,0.7647058823529411
EBENZOLOH,CCC12OOC(C2O)C(O)(O)C=C1,5.0,9.0,0.35714285714285715,0.6428571428571429
EBENZOLO2,[O]OC1(O)C=CC2(CC)OOC1C2O,5.0,9.0,0.35714285714285715,0.6428571428571429
IBUTALCO2,[O]OC(C)(C)C=O,2.0,7.0,0.2222222222222222,0.7777777777777778
MC5CO2OHO,O=CC(O)C(C)([O])C(=O)C,4.0,8.0,0.3333333333333333,0.6666666666666666
C928NO3,CC(=O)CCC(=O)C(C)(C)CO[N+](=O)[O-],3.0,15.0,0.16666666666666666,0.8333333333333334
IPBZMUCO,O=CC1OC1C(O)C([O])C(=O)C(C)C,6.0,12.0,0.3333333333333333,0.6666666666666666
HO3C116OOH,CCCCCC(OO)CCC(O)CC,2.0,22.0,0.08333333333333333,0.9166666666666666
HO5C6OOH,CCCCC(O)COO,2.0,12.0,0.14285714285714285,0.8571428571428571
DNEBNZLO2,CCC12OOC(C=C(N(=O)=O)C2(O)O[O])(N(=O)=O)C1O,5.0,7.0,0.4166666666666667,0.5833333333333334
C3H7CHO,CCCC=O,1.0,8.0,0.1111111111111111,0.8888888888888888
INANCO3H,OOC(=O)C(C)(ON(=O)=O)C(O)CON(=O)=O,5.0,6.0,0.45454545454545453,0.5454545454545454
CO2HOC61O2,CCC(O)CC(=O)CO[O],3.0,10.0,0.23076923076923078,0.7692307692307693
EBENZOLOOH,OOC1(O)C=CC2(CC)OOC1C2O,5.0,9.0,0.35714285714285715,0.6428571428571429
NBPINAO2,[O]OC1(CON(=O)=O)CCC2CC1C2(C)C,2.0,16.0,0.1111111111111111,0.8888888888888888
C71OOH,CCC(O)CC(=O)C(C)OO,3.0,12.0,0.2,0.8
M3PECO,CCC(C)([O])CC,1.0,13.0,0.07142857142857142,0.9285714285714286
INANCOCO3,[O]OC(=O)C(C)(ON(=O)=O)C(=O)CON(=O)=O,5.0,5.0,0.5,0.5
C919O2,O=CCC(=O)C(CC=O)C(C)(C)O[O],4.0,13.0,0.23529411764705882,0.7647058823529411
NEOP,CC(C)(C)C,0.0,12.0,0.0,1.0
ME3BUOLNO3,OCC(ON(=O)=O)C(C)C,2.0,10.0,0.16666666666666666,0.8333333333333334
HM23C4OOH,OOCC(C)C(C)CO,2.0,12.0,0.14285714285714285,0.8571428571428571
DNPETOLO2,CCC12OOC(N(=O)=O)(C(=C(N(=O)=O)C2(O)O[O])C)C1O,5.0,9.0,0.35714285714285715,0.6428571428571429
NC6PAN1,O=CC(=O)CC(=O)C(C)(ON(=O)=O)C(=O)OON(=O)=O,6.0,6.0,0.5,0.5
INANPAN,O=N(=O)OCC(O)C(C)(ON(=O)=O)C(=O)OON(=O)=O,5.0,6.0,0.45454545454545453,0.5454545454545454
C823PAN,OC(=O)CCC(CC(=O)OO[N+](=O)[O-])C(=C)C,4.0,12.0,0.25,0.75
C830NO3,O=CCC1C(O[N+](=O)[O-])CC1(C)C,2.0,13.0,0.13333333333333333,0.8666666666666667
ISOPDNO3,OCC(ON(=O)=O)C(=C)C,2.0,8.0,0.2,0.8
NMBOAO,O=N(=O)OCC([O])C(C)(C)O,3.0,9.0,0.25,0.75
MTBEACHOHO,O=COC(C)(C)CO,4.0,9.0,0.3076923076923077,0.6923076923076923
C624PAN,[O-][N+](=O)OOC(=O)C(CCO)C(=C)C,3.0,10.0,0.23076923076923078,0.7692307692307693
C8CO2DBAL,CCCC(=O)C=CC(=O)C=O,3.0,10.0,0.23076923076923078,0.7692307692307693
TLFUOOH,OOC1C(=O)OC(C)C1O,5.0,6.0,0.45454545454545453,0.5454545454545454
C9DCOOH,OOC1C2C(=O)CC(=O)C1C2(C)C,3.0,11.0,0.21428571428571427,0.7857142857142857
INB1NBCO3H,OOC(=O)C(C)(ON(=O)=O)C(CO)ON(=O)=O,5.0,6.0,0.45454545454545453,0.5454545454545454
HO3C4O,CCC(O)C[O],2.0,8.0,0.2,0.8
PET1OHNO2,CCc1ccc(C)c(N(=O)=O)c1O,1.0,10.0,0.09090909090909091,0.9090909090909091
IPRBQO2,[O]OC1C(=O)C=C(C(C)C)C(=O)C1O,4.0,10.0,0.2857142857142857,0.7142857142857143
MMALNACO3,[O]OC(=O)C(O)C(C)(C=O)ON(=O)=O,5.0,5.0,0.5,0.5
MXYBPER2OH,OC1C=CC2(C)OOC1(C)C2O,4.0,10.0,0.2857142857142857,0.7142857142857143
C827CO2H,CC(=O)CCC(=O)C(C)(C)C(=O)O,4.0,13.0,0.23529411764705882,0.7647058823529411
HC4ACHO,CC(=CC=O)CO,2.0,7.0,0.2222222222222222,0.7777777777777778
IC4H10,CC(C)C,0.0,10.0,0.0,1.0
PE1ENEAO2,CCCC(CO)O[O],2.0,10.0,0.16666666666666666,0.8333333333333334
EMPONO2OOH,CCC1=CC(O)(OO)C2(OOC1C2(C)O)N(=O)=O,5.0,10.0,0.3333333333333333,0.6666666666666666
CO36C8,CCC(=O)CCC(=O)CC,2.0,14.0,0.125,0.875
A2PANO,OCC(O)C(=O)[O],4.0,3.0,0.5714285714285714,0.42857142857142855
TM123BPOOH,OOC1C=CC2(C)OOC1(C)C2(C)O,4.0,12.0,0.25,0.75
TM124OLOOH,OOC1(O)C(=C(C)C2OOC1(C)C2O)C,5.0,11.0,0.3125,0.6875
HVMK,CC(=O)C=CO,2.0,5.0,0.2857142857142857,0.7142857142857143
H3M3C5OOH,CC(O)(CCOO)CC,2.0,12.0,0.14285714285714285,0.8571428571428571
EBZMUCCO2H,CCC(=O)C=CC1OC1C(=O)O,5.0,9.0,0.35714285714285715,0.6428571428571429
NOPINAO,[O]C1CC(=O)C2CC1C2(C)C,2.0,13.0,0.13333333333333333,0.8666666666666667
NLIMALO,O=CCC(CCC(=O)C)C(C)([O])CO[N+](=O)[O-],4.0,16.0,0.2,0.8
TISOPA,C/C(=C\[CH2])/CO,1.0,8.0,0.1111111111111111,0.8888888888888888
TISOPC,OC/C=C(\C)/[CH2],1.0,8.0,0.1111111111111111,0.8888888888888888
MXYQOOH,OOC1(C)C(O)C(=O)C=C(C)C1=O,4.0,8.0,0.3333333333333333,0.6666666666666666
HMVKAO2,CC(=O)C(O)CO[O],3.0,6.0,0.3333333333333333,0.6666666666666666
NC4H10,CCCC,0.0,10.0,0.0,1.0
PEAO,CCCCC[O],1.0,11.0,0.08333333333333333,0.9166666666666666
HO36C11,CCCCCC(O)CCC(O)CC,2.0,22.0,0.08333333333333333,0.9166666666666666
HO36C10,CCCCC(O)CCC(O)CC,2.0,20.0,0.09090909090909091,0.9090909090909091
C826CO3OH,CCC(=O)C=CC(O)C(=O)C,3.0,11.0,0.21428571428571427,0.7857142857142857
MALDALCO3H,OOC(=O)C=CC=O,3.0,3.0,0.5,0.5
CO234C6,CCC(=O)C(=O)C(=O)C,3.0,8.0,0.2727272727272727,0.7272727272727273
C1213OH,OCCC(=O)C(=O)CC(C)(C)C(O)CCC(=O)O,6.0,17.0,0.2608695652173913,0.7391304347826086
OXYQO2,[O]OC1C(O)C(=O)C(=C(C)C1=O)C,4.0,8.0,0.3333333333333333,0.6666666666666666
DNCRESO,O=N(=O)C1=CC2(OOC(C)(C2O)C1([O])O)N(=O)=O,5.0,5.0,0.5,0.5
NC623OOH,OCC(C=O)C(C)(OO)CO[N+](=O)[O-],4.0,9.0,0.3076923076923077,0.6923076923076923
IC7DCPAN,O=C(OON(=O)=O)C=CC(=O)C(C)C,3.0,9.0,0.25,0.75
MC6OTKETO2,[O]OC(C)(OC(=O)C(=O)C)C(=O)C,6.0,9.0,0.4,0.6
C7MJPCO3H,OOC(=O)C=C(C)C(=O)C(O)C(=O)CC,5.0,10.0,0.3333333333333333,0.6666666666666666
DMPHOHNO2,Cc1cc(C)c(N(=O)=O)c(O)c1,1.0,8.0,0.1111111111111111,0.8888888888888888
C1213O2,OCCC(=O)C(=O)CC(C)(C)C(O[O])CCC(=O)O,6.0,17.0,0.2608695652173913,0.7391304347826086
OXYQOH,OC1C(O)C(=O)C(=C(C)C1=O)C,4.0,8.0,0.3333333333333333,0.6666666666666666
C826CO3O2,[O]OC(C=CC(=O)CC)C(=O)C,3.0,11.0,0.21428571428571427,0.7857142857142857
C133CO,OCCC(=O)C(=O)CC(C)(C)C(=O)CCC(=O)C,5.0,19.0,0.20833333333333334,0.7916666666666666
C151OOH,OCC(OO)(CCC(=O)O)C1CC(C)(C)C1CCC(=O)C,5.0,23.0,0.17857142857142858,0.8214285714285714
ACCOCOETO2,[O]OC(C)C(=O)C(=O)OC(=O)C,6.0,7.0,0.46153846153846156,0.5384615384615384
C510O,O=CC(O)C(C)([O])CON(=O)=O,4.0,7.0,0.36363636363636365,0.6363636363636364
C3COCPAN,CCCC(=O)CC(=O)OON(=O)=O,3.0,9.0,0.25,0.75
PBFUONE,CCCC1OC(=O)C=C1,3.0,10.0,0.23076923076923078,0.7692307692307693
H134M3C5,OCCC(C)(O)C(C)O,3.0,11.0,0.21428571428571427,0.7857142857142857
C95O2,CCCC(=O)C(=O)C(O[O])C(=O)CC,4.0,13.0,0.23529411764705882,0.7647058823529411
VINCL,ClC=C,0.0,3.0,0.0,1.0
C47CO3,O=CC(C(C(=O)O[O])(O)C)O[N+](=O)[O-],5.0,5.0,0.5,0.5
C623NO3,OCC(C=O)C(C)(CO)O[N+](=O)[O-],4.0,9.0,0.3076923076923077,0.6923076923076923
LMKOOA,O=CCC(CCC(=[O+][O-])C)C(=O)C,3.0,14.0,0.17647058823529413,0.8235294117647058
LMKOOB,[O-][O+]=CCC(CCC(=O)C)C(=O)C,3.0,14.0,0.17647058823529413,0.8235294117647058
HEX1ENE,CCCCC=C,0.0,12.0,0.0,1.0
IPRACBOOH,CC(COO)OC(=O)C,4.0,9.0,0.3076923076923077,0.6923076923076923
BUTALAOOH,CCC(OO)C=O,2.0,7.0,0.2222222222222222,0.7777777777777778
BCLKCO,O=CC([O])CC(=O)C1CC(C)(C)C1CCC(=O)C,4.0,21.0,0.16,0.84
NOAOOA,[O-][O+]=C(C)CON(=O)=O,2.0,5.0,0.2857142857142857,0.7142857142857143
H1MC5O,OCCC(C)C(C)[O],2.0,12.0,0.14285714285714285,0.8571428571428571
CATECOOA,[O-][O+]=C(O)/C=C/C=C/C(=O)O,4.0,4.0,0.5,0.5
CHOOMPAN,O=COCC(=O)OON(=O)=O,5.0,3.0,0.625,0.375
C7BDCO,CC(=O)C(O)C(C)([O])C(=O)C,4.0,10.0,0.2857142857142857,0.7142857142857143
C818OOH,OCC(CC(OO)C(=O)C)C(=O)C,4.0,12.0,0.25,0.75
HO2M2C4O,[O]CCC(C)(C)O,2.0,10.0,0.16666666666666666,0.8333333333333334
PC3ODBCO2H,CCCC(=CC=O)C(=O)O,3.0,9.0,0.25,0.75
MBOOO,[O-][O+]=CC(C)(C)O,2.0,7.0,0.2222222222222222,0.7777777777777778
C6COOHCO3H,CC(=CC(=O)OO)C(=O)C(O)C=O,5.0,6.0,0.45454545454545453,0.5454545454545454
C6O132OH,CCCC(=O)C(O)C=O,3.0,9.0,0.25,0.75
IPROC21NO3,CC(C)OC(C)ON(=O)=O,3.0,11.0,0.21428571428571427,0.7857142857142857
NPETLQOOH,CCC1=CC(=O)C(C)(OO)C(ON(=O)=O)C1=O,4.0,10.0,0.2857142857142857,0.7142857142857143
C57O2,OCC(O)C(C)(O[O])C=O,4.0,7.0,0.36363636363636365,0.6363636363636364
HOHOC4DIAL,O=CC(O)C(O)C=O,4.0,4.0,0.5,0.5
TLEMUCOOH,OOC(C(=O)C)C(O)C1OC1C=O,6.0,8.0,0.42857142857142855,0.5714285714285714
C4DBMECO3H,OOC(=O)C(=C(CC)C(=O)C=O)C,4.0,9.0,0.3076923076923077,0.6923076923076923
H2M2C65OOH,OOC(C)CCC(C)(C)O,2.0,14.0,0.125,0.875
NC61CO3,O=CC(=O)CC(=O)C(C)(ON(=O)=O)C(=O)O[O],6.0,6.0,0.5,0.5
DNOXYOLOOH,OOC1(O)C(=C(C)C2(C)OOC1(N(=O)=O)C2O)N(=O)=O,5.0,7.0,0.4166666666666667,0.5833333333333334
OCCOHCO,OC(C[O])C=O,3.0,4.0,0.42857142857142855,0.5714285714285714
HO2C3CO3H,OOC(=O)CC(C)O,3.0,6.0,0.3333333333333333,0.6666666666666666
LMLKBOOH,OOCC(=O)CCC(CC=O)C(=O)C,4.0,13.0,0.23529411764705882,0.7647058823529411
C57OH,OCC(O)C(C)(O)C=O,4.0,7.0,0.36363636363636365,0.6363636363636364
MNNCATECO,O=N(=O)OC1C2OOC1(C)C([O])(O)C(=C2N(=O)=O)O,6.0,5.0,0.5454545454545454,0.45454545454545453
DMPHGLYOX,O=CC(=O)c1cc(C)cc(C)c1,2.0,10.0,0.16666666666666666,0.8333333333333334
