name,smiles,PeroxyAlkyl(RO2),PeroxyAcid(RCO3),Alcoxy(RO),Alcohol(C-H),Unsaturated(>C=C<),Aldehyde(-CHO),Carbonyl(>C=O),Nitrate(-ONO2),HydroPeroxide(-OOH),PAN(-C(O)OONO2)
NDNCRESO2,[O]OC1(O)C(=CC2(OOC1(C)C2ON(=O)=O)N(=O)=O)N(=O)=O,1,0,0,1,0,0,0,1,0,0
PXYLO,[O]Cc1ccc(C)cc1,0,0,0,1,0,0,0,0,0,0
METACETNO3,CC(=O)OCON(=O)=O,0,0,0,1,0,0,1,1,0,0
PXYMUCO,O=CC1OC1(C)C(O)C([O])C(=O)C,0,0,1,2,0,1,1,0,0,0
DNPXYOL,O=N(=O)c1cc(C)c(O)c(N(=O)=O)c1C,0,0,0,2,0,0,2,0,0,0
TM124MUO2H,CC(=O)C=CC1(C)OC1(C)C(=O)O,0,0,0,3,1,0,2,0,0,0
C5OCO3M,O=CC(=O)OC(C)C(=O)C,0,0,0,2,0,1,2,0,0,0
PXY1OOH,OOc1cc(C)ccc1C,0,0,0,2,0,0,0,0,1,0
CH3COCO3H,CC(=O)C(=O)OO,0,0,0,1,0,0,1,0,0,0
C9DCCO,O=C1CC(=O)C2C(=O)C1C2(C)C,0,0,0,2,0,0,2,0,0,0
C816O,CC(=O)CCC([O])C(=C)C,0,0,1,2,0,0,1,0,0,0
C512O,[O]CCC(=O)CC=O,0,0,0,0,0,0,1,0,0,0
C522CO3,[O]OC(=O)C(=C)CCC=O,1,0,0,0,0,0,1,0,0,0
MIBKOHAOOH,OOC(C(=O)C)C(C)(C)O,0,0,0,2,0,0,1,0,1,0
C510OH,O=CC(O)C(C)(O)CON(=O)=O,0,0,0,1,0,0,0,1,0,0
NEOPNO3,O=N(=O)OCC(C)(C)C,0,0,0,3,0,0,0,0,0,0
EBFUOOH,CCC1OC(=O)C(OO)C1O,0,0,0,1,0,0,1,0,1,0
C41CO3H,CC(C(=O)OO)C(=O)C,0,0,0,2,0,1,2,0,1,0
OXYOLO2,[O]OC1(O)C=C(C)C2(C)OOC1C2O,1,0,0,2,1,0,0,0,0,0
T123NCATO,O=N(=O)C1=C(O)C([O])(O)C2(C)OOC1(C)C2(C)O,0,0,1,3,0,0,1,0,0,0
C1310O,OCCC(=C)C(=O)CC(C)(C)C([O])CCC(=O)O,0,0,1,2,0,0,2,0,0,0
CO1H63O,OCCCC([O])CC=O,0,0,1,0,0,0,0,0,0,0
NCRESO,O=N(=O)OC1C2OOC1(C)C=CC2([O])O,0,0,1,1,1,0,0,0,0,0
CHCL3OOH,OOC(Cl)C(Cl)Cl,0,0,0,0,0,0,0,0,1,0
BUTAL2NO3,CCC(C=O)ON(=O)=O,0,0,0,1,0,0,1,1,0,0
EOX2OLBNO3,OCCOC(C)ON(=O)=O,0,0,0,1,0,0,0,1,0,0
C6H5C2CO3H,OOC(=O)Cc1ccccc1,0,0,0,0,0,0,1,0,1,0
HOC2H4CO3H,OCCC(=O)OO,0,0,0,0,0,0,1,0,0,0
NC3OOA,[O-][O+]=C(C)CON(=O)=O,0,0,0,1,0,0,0,1,0,0
BCLKET,O=CCCC(=O)C1CC(C)(C)C1CCC(=O)C,0,0,0,3,0,1,2,0,0,0
C89CO2,O=CCC1CC(C(=O)[O])C1(C)C,0,0,0,2,0,0,1,0,0,0
C89CO3,O=CCC1CC(C(=O)O[O])C1(C)C,1,0,0,2,0,0,1,0,0,0
C1013O2,COC(=O)CCC1C(O[O])CC1(C)C,1,0,0,3,0,0,1,0,0,0
C726CO3OH,CC(=O)C=CC(O)C(=O)C,0,0,0,2,1,1,2,0,0,0
M33C3CO2H,CCC(C)(C)C(=O)O,0,0,0,3,0,0,1,0,0,0
CCLOHCH2O2,[O]OCC(O)Cl,1,0,0,0,0,0,0,0,0,0
TMBO2,[O]OCc1cc(C)cc(C)c1,1,0,0,2,0,0,0,0,0,0
DNPHENO,O=N(=O)C1=CC2(OOC(C2O)C1([O])O)N(=O)=O,0,0,1,0,0,0,1,0,0,0
C6DCRBBOOH,CCC(=O)C=CC(=O)OO,0,0,0,1,1,0,2,0,0,0
M2BUOL2OH,CCC(C)(O)CO,0,0,0,2,0,0,0,0,0,0
C63O,OCC([O])CC(=O)CC,0,0,1,1,0,0,1,0,0,0
C1210OOH,OOCCC1C(CC1(C)C)C(=O)CCC=O,0,0,0,1,0,0,1,0,1,0
NPXYOLO,O=N(=O)OC1C2OOC1(C)C([O])(O)C=C2C,0,0,1,2,1,0,0,0,0,0
ACCOMECO3,CC(=O)OC(=O)CC(=O)O[O],1,1,0,1,0,0,3,0,0,0
C4CO2DCO3H,OOC(=O)C=CC(=O)C=O,0,0,0,0,1,0,2,0,1,0
DIME35EB,CCc1cc(C)cc(C)c1,0,0,0,3,0,0,0,0,0,0
MBOOOA,[O-][O+]=CC(C)(C)O,0,0,0,2,0,0,0,0,0,0
BOX2COMOOH,CCCC(OO)OC(=O)C(=O)C,0,0,0,2,0,1,2,0,1,0
C919OH,O=CCC(=O)C(CC=O)C(C)(C)O,0,0,0,2,0,0,2,0,0,0
NISOPO,[O]CC=C(C)CON(=O)=O,0,0,0,1,1,0,0,1,0,0
PTNCATECH,CCc1cc(N(=O)=O)c(C)c(O)c1O,0,0,0,2,0,0,1,0,0,0
PTNCATECO,CCC12OOC(N(=O)=O)(C(=C(O)C2([O])O)C)C1O,0,0,1,1,0,0,0,0,0,0
M2BUOL2O2,CCC(C)(CO)O[O],1,0,0,2,0,0,0,0,0,0
NC526O2,O=CCC(CO[N+](=O)[O-])(O[O])C,1,0,0,1,0,0,0,0,0,0
DMMBNO3,COC(OC)ON(=O)=O,0,0,0,1,0,0,0,1,0,0
C84O,CCC(=O)CC([O])C(=O)CC,0,0,1,2,0,0,2,0,0,0
MTCATEC1O,CCc1cc(C)cc(O)c1[O],0,0,0,2,0,0,0,0,0,0
C7M2CO5O2,[O]OC(C(=O)C)C(=CC(=O)C)C,1,0,0,1,0,0,2,0,0,0
H3C2C4PAN,O=N(=O)OOC(=O)CC(O)C(=O)C,0,0,0,1,0,1,2,0,0,0
C4MALOHOOH,O=CC(O)C(C)(OO)C=O,0,0,0,1,0,0,0,0,0,0
C1211CO3,[O]OC(=O)CCC(=O)C1CC(C1CCC(=O)O)(C)C,1,0,0,2,0,0,3,0,0,0
C515O2,[O]OCC(=O)C(=O)CC=O,1,0,0,0,0,0,2,0,0,0
MVKOHBOOH,OCC(=O)C(CO)OO,0,0,0,0,0,0,1,0,0,0
C1213OOH,OCCC(=O)C(=O)CC(C)(C)C(OO)CCC(=O)O,0,0,0,2,0,0,3,0,1,0
NC51O2,[O]OC(CC(=O)C)CO[N+](=O)[O-],1,0,0,0,0,0,1,0,0,0
CO24C6O2,CC(O[O])C(=O)CC(=O)C,1,0,0,2,0,1,2,0,0,0
C9M2CO6OOH,CCC(=O)C=C(C)C(OO)C(=O)CC,0,0,0,3,1,0,2,0,1,0
C7CO3OHOOH,CCC(=O)C(OO)C(O)C(=O)C=O,0,0,0,1,0,0,2,0,1,0
C722O,O=CCC(C(=O)O)C(C)(C)[O],0,0,1,2,0,0,1,0,0,0
HM33C4O,OCCC(C)(C)C[O],0,0,0,2,0,0,0,0,0,0
CH3SOO2NO2,[O-][N+](=O)OOS(=O)C,0,0,0,1,0,1,1,0,0,0
HEXCNO3,CCCC(CC)ON(=O)=O,0,0,0,1,0,0,0,1,0,0
NBUACETAO2,[O]OC(C)CCOC(=O)C,1,0,0,2,0,1,1,0,0,0
CNO3CLOOH,OOC(Cl)CON(=O)=O,0,0,0,0,0,0,0,1,1,0
DNCRESO2,[O]OC1(O)C(=CC2(OOC1(C)C2O)N(=O)=O)N(=O)=O,1,0,0,1,0,0,0,0,0,0
HO2C5O,[O]CCCC(C)O,0,0,0,1,0,0,0,0,0,0
C5MCO2OHO2,[O]OC(C)(C=O)C(O)C(=O)C,1,0,0,2,0,1,2,0,0,0
C4MCODBPAN,O=N(=O)OOC(=O)C(=CC(=O)C)C,0,0,0,1,0,0,2,0,0,0
NO3CH2PAN,O=C(CON(=O)=O)OON(=O)=O,0,0,0,0,0,0,0,2,0,0
BCBNO3,[O-][N+](=O)OC1CCC(=C)C2CC(C)(C)C2CCC1(C)O,0,0,0,3,0,0,0,0,0,0
C4DBMECO3,[O]OC(=O)C(=C(CC)C(=O)C=O)C,1,0,0,1,0,0,2,0,0,0
C7M2CO5OH,CC(=O)C=C(C)C(O)C(=O)C,0,0,0,3,1,1,2,0,0,0
H3M3C6NO3,CCC(C)(O)CCCON(=O)=O,0,0,0,2,0,0,0,1,0,0
C5DICARBO2,[O]OC(C(=O)C)C(O)C=O,1,0,0,0,0,0,1,0,0,0
BOX2PROL,CCCCOCC(C)O,0,0,0,2,0,0,0,0,0,0
C5COCHOO,[O]CC(=O)CCC=O,0,0,0,0,0,0,1,0,0,0
C524CO,OCC(=O)C(=C)CO,0,0,0,0,0,0,1,0,0,0
BRETPAN,BrCC(=O)OON(=O)=O,0,0,0,0,0,0,1,1,0,1
C6CODIAL,O=CCCC(=O)CC=O,0,0,0,0,0,0,1,0,0,0
MXYFUOH,CC1OC(=O)C(C)(O)C1O,0,0,0,2,0,0,1,0,0,0
CL2OHPAN,O=N(=O)OOC(=O)C(O)(Cl)Cl,0,0,0,0,0,0,1,0,0,0
PROPALO2,CC(O[O])C=O,1,0,0,1,0,0,0,0,0,0
HO3C106NO3,CCCCC(CCC(O)CC)ON(=O)=O,0,0,0,1,0,0,0,1,0,0
DNIPBNZLO2,[O]OC1(O)C(=CC2(OOC1(C(C)C)C2O)N(=O)=O)N(=O)=O,1,0,0,1,0,0,0,0,0,0
M2C43CO2H,CC(C(C)C)C(=O)O,0,0,0,2,0,0,1,0,0,0
C8BCO,[O]C1CC2CC1C2(C)C,0,0,0,2,0,0,0,0,0,0
MXYFUO2,CC1(O[O])C(O)C(C)OC1=O,1,0,0,2,0,0,0,0,0,0
TM123BP2OH,OC1C=CC2(C)OOC1(C)C2(C)O,0,0,0,3,1,0,0,0,0,0
C65NO3CO3H,CCCCC(ON(=O)=O)C(=O)OO,0,0,0,1,0,0,1,1,0,0
C534OOH,O=CC(C(C(=O)OO)(OO)C)O,0,0,0,0,0,0,1,0,1,0
C89O,O=CCC1CC([O])C1(C)C,0,0,1,2,0,0,0,0,0,0
HO3C86NO3,CCC(O)CCC(CC)ON(=O)=O,0,0,0,1,0,0,0,1,0,0
NTMB2FUO,O=N(=O)OC1(C)C(C)OC(=O)C1(C)[O],0,0,1,3,0,0,1,0,0,0
H13M3C5O2,OCCC(C)(O)C(C)O[O],1,0,0,2,0,0,0,0,0,0
C915O,O=CC1C(=O)CCC([O])C1(C)C,0,0,1,2,0,0,1,0,0,0
C830O2,O=CCC1C(O[O])CC1(C)C,1,0,0,2,0,0,0,0,0,0
INAHPCO3,[O]OC(=O)C(C)(OO)C(O)CON(=O)=O,1,0,0,1,0,0,1,1,0,0
IPBZMUCO3H,OOC(=O)C1OC1C=CC(=O)C(C)C,0,0,0,2,1,0,2,0,1,0
CO3C75O,CCC([O])CC(=O)CC,0,0,1,2,0,0,1,0,0,0
C43NO3CO3H,OOC(=O)C(C)(CC)ON(=O)=O,0,0,0,1,0,0,1,1,1,0
HO2MC5NO3,CC(O)CC(C)CON(=O)=O,0,0,0,2,0,0,0,1,0,0
DETLMUOOH,CCC(=O)C(O)C(C)(OO)C1OC1(CC)C=O,0,0,0,2,0,0,1,0,0,0
C6H5C2OH,OCCc1ccccc1,0,0,0,0,0,0,0,0,0,0
C4M2NO32O2,[O]OC(C)C(C)(C)ON(=O)=O,1,0,0,3,0,0,0,1,0,0
H13M3C5O,OCCC(C)(O)C(C)[O],0,0,1,2,0,0,0,0,0,0
NPEBQOOH,OOC1C(=O)C=C(CC)C(=O)C1ON(=O)=O,0,0,0,0,1,0,2,1,1,0
ETBEACHO,CCOC(C)(C)C=O,0,0,0,3,0,0,0,0,0,0
H2M4C65O,CC(O)CC(C)C(C)[O],0,0,1,3,0,0,0,0,0,0
PETLMUCCO3,CCC(=O)C=CC1(C)OC1C(=O)O[O],1,1,0,2,1,0,2,0,0,0
C4MNO32OOH,OOCC(ON(=O)=O)C(C)C,0,0,0,2,0,0,1,1,1,0
C5CO234O2,CC(=O)C(=O)C(=O)CO[O],1,0,0,1,0,0,3,0,0,0
C830OH,O=CCC1C(O)CC1(C)C,0,0,0,2,0,0,0,0,0,0
HO3C126NO3,CCCCCCC(CCC(O)CC)ON(=O)=O,0,0,0,1,0,0,0,1,0,0
C624CHO,CC(=C)C(CCO)C=O,0,0,0,1,0,0,0,0,0,0
C136O,O=CCCC(=C)C1CC(C)(C)C1CC[O],0,0,0,2,0,0,0,0,0,0
M22C3CO3,[O]OC(=O)CC(C)(C)C,1,0,0,3,0,0,1,0,0,0
PXYLOOH,OOCc1ccc(C)cc1,0,0,0,1,0,0,0,0,1,0
TM124QOOH,OOC1(C)C(O)C(=O)C(=C(C)C1=O)C,0,0,0,3,0,0,2,0,1,0
IPNNCATOOH,OOC1(O)C(=C(N(=O)=O)C2OOC1(C(C)C)C2ON(=O)=O)O,0,0,0,1,0,0,1,1,1,0
C5DICARBO,O=CC(O)C([O])C(=O)C,0,0,1,1,0,1,1,0,0,0
HO2NO2,nan,0,0,0,0,0,0,0,0,0,0
TM123O,Cc1ccc([O])c(C)c1C,0,0,1,3,0,0,0,0,0,0
TM123B,Cc1cccc(C)c1C,0,0,0,3,0,0,0,0,0,0
C1312OOH,O=CCCC(=C)C(=O)CC(C)(C)C(OO)CCO,0,0,0,2,0,0,1,0,1,0
PHAN,OCC(=O)OON(=O)=O,0,0,0,0,0,0,1,1,0,1
COO2C4OOH,OOCCC(=O)OC,0,0,0,1,0,0,1,0,1,0
C916NO3,O=CCCC(=O)C(C=O)C(C)(C)ON(=O)=O,0,0,0,2,0,0,2,1,0,0
EBENZOLOH,CCC12OOC(C2O)C(O)(O)C=C1,0,0,0,1,1,0,0,0,0,0
EBENZOLO2,[O]OC1(O)C=CC2(CC)OOC1C2O,1,0,0,0,1,0,0,0,0,0
IBUTALCO2,[O]OC(C)(C)C=O,1,0,0,2,0,0,0,0,0,0
MC5CO2OHO,O=CC(O)C(C)([O])C(=O)C,0,0,1,2,0,1,1,0,0,0
C928NO3,CC(=O)CCC(=O)C(C)(C)CO[N+](=O)[O-],0,0,0,3,0,0,2,0,0,0
IPBZMUCO,O=CC1OC1C(O)C([O])C(=O)C(C)C,0,0,1,2,0,0,1,0,0,0
HO3C116OOH,CCCCCC(OO)CCC(O)CC,0,0,0,2,0,0,0,0,1,0
HO5C6OOH,CCCCC(O)COO,0,0,0,1,0,0,0,0,1,0
DNEBNZLO2,CCC12OOC(C=C(N(=O)=O)C2(O)O[O])(N(=O)=O)C1O,1,0,0,1,1,0,2,0,0,0
C3H7CHO,CCCC=O,0,0,0,1,0,0,0,0,0,0
INANCO3H,OOC(=O)C(C)(ON(=O)=O)C(O)CON(=O)=O,0,0,0,1,0,0,2,2,1,0
CO2HOC61O2,CCC(O)CC(=O)CO[O],1,0,0,1,0,0,1,0,0,0
EBENZOLOOH,OOC1(O)C=CC2(CC)OOC1C2O,0,0,0,0,1,0,0,0,1,0
NBPINAO2,[O]OC1(CON(=O)=O)CCC2CC1C2(C)C,1,0,0,2,0,0,1,1,0,0
C71OOH,CCC(O)CC(=O)C(C)OO,0,0,0,2,0,0,1,0,0,0
M3PECO,CCC(C)([O])CC,0,0,1,3,0,0,0,0,0,0
INANCOCO3,[O]OC(=O)C(C)(ON(=O)=O)C(=O)CON(=O)=O,1,0,0,1,0,0,3,2,0,0
C919O2,O=CCC(=O)C(CC=O)C(C)(C)O[O],1,0,0,2,0,0,2,0,0,0
NEOP,CC(C)(C)C,0,0,0,4,0,0,0,0,0,0
ME3BUOLNO3,OCC(ON(=O)=O)C(C)C,0,0,0,2,0,0,1,1,0,0
HM23C4OOH,OOCC(C)C(C)CO,0,0,0,2,0,0,0,0,1,0
DNPETOLO2,CCC12OOC(N(=O)=O)(C(=C(N(=O)=O)C2(O)O[O])C)C1O,1,0,0,1,0,0,1,0,0,0
NC6PAN1,O=CC(=O)CC(=O)C(C)(ON(=O)=O)C(=O)OON(=O)=O,0,0,0,1,0,0,3,2,0,1
INANPAN,O=N(=O)OCC(O)C(C)(ON(=O)=O)C(=O)OON(=O)=O,0,0,0,1,0,0,1,2,0,1
C823PAN,OC(=O)CCC(CC(=O)OO[N+](=O)[O-])C(=C)C,0,0,0,1,0,0,2,0,0,1
C830NO3,O=CCC1C(O[N+](=O)[O-])CC1(C)C,0,0,0,2,0,0,0,0,0,0
ISOPDNO3,OCC(ON(=O)=O)C(=C)C,0,0,0,1,0,0,1,1,0,0
NMBOAO,O=N(=O)OCC([O])C(C)(C)O,0,0,1,2,0,0,0,0,0,0
MTBEACHOHO,O=COC(C)(C)CO,0,0,0,2,0,0,0,0,0,0
C624PAN,[O-][N+](=O)OOC(=O)C(CCO)C(=C)C,0,0,0,1,0,0,1,0,0,1
C8CO2DBAL,CCCC(=O)C=CC(=O)C=O,0,0,0,1,1,0,2,0,0,0
TLFUOOH,OOC1C(=O)OC(C)C1O,0,0,0,1,0,0,1,0,1,0
C9DCOOH,OOC1C2C(=O)CC(=O)C1C2(C)C,0,0,0,2,0,0,2,0,1,0
INB1NBCO3H,OOC(=O)C(C)(ON(=O)=O)C(CO)ON(=O)=O,0,0,0,1,0,0,2,2,1,0
HO3C4O,CCC(O)C[O],0,0,0,1,0,0,0,0,0,0
PET1OHNO2,CCc1ccc(C)c(N(=O)=O)c1O,0,0,0,2,0,0,1,0,0,0
IPRBQO2,[O]OC1C(=O)C=C(C(C)C)C(=O)C1O,1,0,0,1,1,0,2,0,0,0
MMALNACO3,[O]OC(=O)C(O)C(C)(C=O)ON(=O)=O,1,0,0,1,0,0,2,1,0,0
MXYBPER2OH,OC1C=CC2(C)OOC1(C)C2O,0,0,0,2,1,0,0,0,0,0
C827CO2H,CC(=O)CCC(=O)C(C)(C)C(=O)O,0,0,0,3,0,0,3,0,0,0
HC4ACHO,CC(=CC=O)CO,0,0,0,1,0,0,1,0,0,0
IC4H10,CC(C)C,0,0,0,3,0,0,0,0,0,0
PE1ENEAO2,CCCC(CO)O[O],1,0,0,1,0,0,0,0,0,0
EMPONO2OOH,CCC1=CC(O)(OO)C2(OOC1C2(C)O)N(=O)=O,0,0,0,2,0,0,0,0,0,0
CO36C8,CCC(=O)CCC(=O)CC,0,0,0,2,0,0,2,0,0,0
A2PANO,OCC(O)C(=O)[O],0,0,0,0,0,0,1,0,0,0
TM123BPOOH,OOC1C=CC2(C)OOC1(C)C2(C)O,0,0,0,3,1,0,0,0,1,0
TM124OLOOH,OOC1(O)C(=C(C)C2OOC1(C)C2O)C,0,0,0,3,0,0,0,0,1,0
HVMK,CC(=O)C=CO,0,0,0,1,1,0,1,0,0,0
H3M3C5OOH,CC(O)(CCOO)CC,0,0,0,2,0,0,0,0,0,0
EBZMUCCO2H,CCC(=O)C=CC1OC1C(=O)O,0,0,0,1,1,0,2,0,0,0
NOPINAO,[O]C1CC(=O)C2CC1C2(C)C,0,0,0,2,0,0,1,0,0,0
NLIMALO,O=CCC(CCC(=O)C)C(C)([O])CO[N+](=O)[O-],0,0,1,1,0,0,1,0,0,0
TISOPA,C/C(=C\[CH2])/CO,0,0,0,1,0,0,0,0,0,0
TISOPC,OC/C=C(\C)/[CH2],0,0,0,0,1,0,0,0,0,0
MXYQOOH,OOC1(C)C(O)C(=O)C=C(C)C1=O,0,0,0,2,1,0,1,0,1,0
HMVKAO2,CC(=O)C(O)CO[O],1,0,0,1,0,0,1,0,0,0
NC4H10,CCCC,0,0,0,2,0,0,0,0,0,0
PEAO,CCCCC[O],0,0,0,1,0,0,0,0,0,0
HO36C11,CCCCCC(O)CCC(O)CC,0,0,0,2,0,0,0,0,0,0
HO36C10,CCCCC(O)CCC(O)CC,0,0,0,2,0,0,0,0,0,0
C826CO3OH,CCC(=O)C=CC(O)C(=O)C,0,0,0,2,1,1,2,0,0,0
MALDALCO3H,OOC(=O)C=CC=O,0,0,0,0,1,0,1,0,1,0
CO234C6,CCC(=O)C(=O)C(=O)C,0,0,0,2,0,1,3,0,0,0
C1213OH,OCCC(=O)C(=O)CC(C)(C)C(O)CCC(=O)O,0,0,0,2,0,0,3,0,0,0
OXYQO2,[O]OC1C(O)C(=O)C(=C(C)C1=O)C,1,0,0,2,0,0,2,0,0,0
DNCRESO,O=N(=O)C1=CC2(OOC(C)(C2O)C1([O])O)N(=O)=O,0,0,1,1,0,0,1,0,0,0
NC623OOH,OCC(C=O)C(C)(OO)CO[N+](=O)[O-],0,0,0,1,0,0,1,0,0,0
IC7DCPAN,O=C(OON(=O)=O)C=CC(=O)C(C)C,0,0,0,2,1,0,2,1,0,0
MC6OTKETO2,[O]OC(C)(OC(=O)C(=O)C)C(=O)C,1,0,0,2,0,1,3,0,0,0
C7MJPCO3H,OOC(=O)C=C(C)C(=O)C(O)C(=O)CC,0,0,0,2,1,0,3,0,1,0
DMPHOHNO2,Cc1cc(C)c(N(=O)=O)c(O)c1,0,0,0,2,0,0,1,0,0,0
C1213O2,OCCC(=O)C(=O)CC(C)(C)C(O[O])CCC(=O)O,1,0,0,2,0,0,3,0,0,0
OXYQOH,OC1C(O)C(=O)C(=C(C)C1=O)C,0,0,0,2,0,0,2,0,0,0
C826CO3O2,[O]OC(C=CC(=O)CC)C(=O)C,1,0,0,1,1,1,2,0,0,0
C133CO,OCCC(=O)C(=O)CC(C)(C)C(=O)CCC(=O)C,0,0,0,3,0,1,4,0,0,0
C151OOH,OCC(OO)(CCC(=O)O)C1CC(C)(C)C1CCC(=O)C,0,0,0,3,0,1,2,0,1,0
ACCOCOETO2,[O]OC(C)C(=O)C(=O)OC(=O)C,1,0,0,2,0,1,2,0,0,0
C510O,O=CC(O)C(C)([O])CON(=O)=O,0,0,1,1,0,0,0,1,0,0
C3COCPAN,CCCC(=O)CC(=O)OON(=O)=O,0,0,0,1,0,0,2,1,0,1
PBFUONE,CCCC1OC(=O)C=C1,0,0,0,1,1,0,1,0,0,0
H134M3C5,OCCC(C)(O)C(C)O,0,0,0,2,0,0,0,0,0,0
C95O2,CCCC(=O)C(=O)C(O[O])C(=O)CC,1,0,0,2,0,0,3,0,0,0
VINCL,ClC=C,0,0,0,2,0,0,0,0,0,0
C47CO3,O=CC(C(C(=O)O[O])(O)C)O[N+](=O)[O-],1,0,0,0,0,0,1,0,0,0
C623NO3,OCC(C=O)C(C)(CO)O[N+](=O)[O-],0,0,0,1,0,0,1,0,0,0
LMKOOA,O=CCC(CCC(=[O+][O-])C)C(=O)C,0,0,0,1,0,1,1,0,0,0
LMKOOB,[O-][O+]=CCC(CCC(=O)C)C(=O)C,0,0,0,1,0,1,2,0,0,0
HEX1ENE,CCCCC=C,0,0,0,2,0,0,0,0,0,0
IPRACBOOH,CC(COO)OC(=O)C,0,0,0,2,0,1,1,0,0,0
BUTALAOOH,CCC(OO)C=O,0,0,0,1,0,0,0,0,1,0
BCLKCO,O=CC([O])CC(=O)C1CC(C)(C)C1CCC(=O)C,0,0,1,3,0,1,2,0,0,0
NOAOOA,[O-][O+]=C(C)CON(=O)=O,0,0,0,1,0,0,0,1,0,0
H1MC5O,OCCC(C)C(C)[O],0,0,1,2,0,0,0,0,0,0
CATECOOA,[O-][O+]=C(O)/C=C/C=C/C(=O)O,0,0,0,0,1,0,1,0,0,0
CHOOMPAN,O=COCC(=O)OON(=O)=O,0,0,0,0,0,0,1,1,0,1
C7BDCO,CC(=O)C(O)C(C)([O])C(=O)C,0,0,1,3,0,1,2,0,0,0
C818OOH,OCC(CC(OO)C(=O)C)C(=O)C,0,0,0,1,0,1,2,0,1,0
HO2M2C4O,[O]CCC(C)(C)O,0,0,0,2,0,0,0,0,0,0
PC3ODBCO2H,CCCC(=CC=O)C(=O)O,0,0,0,1,0,0,1,0,0,0
MBOOO,[O-][O+]=CC(C)(C)O,0,0,0,2,0,0,0,0,0,0
C6COOHCO3H,CC(=CC(=O)OO)C(=O)C(O)C=O,0,0,0,1,0,0,2,0,1,0
C6O132OH,CCCC(=O)C(O)C=O,0,0,0,1,0,0,1,0,0,0
IPROC21NO3,CC(C)OC(C)ON(=O)=O,0,0,0,3,0,0,0,1,0,0
NPETLQOOH,CCC1=CC(=O)C(C)(OO)C(ON(=O)=O)C1=O,0,0,0,2,0,0,2,1,0,0
C57O2,OCC(O)C(C)(O[O])C=O,1,0,0,1,0,0,0,0,0,0
HOHOC4DIAL,O=CC(O)C(O)C=O,0,0,0,0,0,0,0,0,0,0
TLEMUCOOH,OOC(C(=O)C)C(O)C1OC1C=O,0,0,0,0,0,0,1,0,1,0
C4DBMECO3H,OOC(=O)C(=C(CC)C(=O)C=O)C,0,0,0,1,0,0,2,0,1,0
H2M2C65OOH,OOC(C)CCC(C)(C)O,0,0,0,3,0,0,0,0,1,0
NC61CO3,O=CC(=O)CC(=O)C(C)(ON(=O)=O)C(=O)O[O],1,1,0,1,0,0,3,1,0,0
DNOXYOLOOH,OOC1(O)C(=C(C)C2(C)OOC1(N(=O)=O)C2O)N(=O)=O,0,0,0,2,0,0,1,0,1,0
OCCOHCO,OC(C[O])C=O,0,0,0,0,0,0,0,0,0,0
HO2C3CO3H,OOC(=O)CC(C)O,0,0,0,1,0,0,1,0,1,0
LMLKBOOH,OOCC(=O)CCC(CC=O)C(=O)C,0,0,0,1,0,1,3,0,1,0
C57OH,OCC(O)C(C)(O)C=O,0,0,0,1,0,0,0,0,0,0
MNNCATECO,O=N(=O)OC1C2OOC1(C)C([O])(O)C(=C2N(=O)=O)O,0,0,1,1,0,0,0,0,0,0
DMPHGLYOX,O=CC(=O)c1cc(C)cc(C)c1,0,0,0,2,0,0,1,0,0,0
HO3C5NO3,CCC(O)CCON(=O)=O,0,0,0,1,0,0,0,1,0,0
C6CO243OH,CCC(=O)C(O)C(=O)C,0,0,0,2,0,1,2,0,0,0
MO2EOLBNO3,OCCOCON(=O)=O,0,0,0,0,0,0,0,1,0,0
NBCALOH,O=CCCC(O)(CO[N+](=O)[O-])C1CC(C)(C)C1CCC(=O)C,0,0,0,3,0,1,1,0,0,0
PXY1O2,[O]Oc1cc(C)ccc1C,1,0,0,2,0,0,0,0,0,0
C7DCOH,CCCC(=O)C(O)C(O)C=O,0,0,0,1,0,0,1,0,0,0
IPBZBPROOH,OOC1C=CC2(OOC1C2O)C(C)C,0,0,0,2,1,0,0,0,1,0
C4NO3PAN,CCCC(ON(=O)=O)C(=O)OON(=O)=O,0,0,0,1,0,0,1,2,0,1
C4DBM2CO3H,OOC(=O)C(=C(C)C(=O)C=O)C,0,0,0,2,0,0,2,0,1,0
PNNCATECO2,CCCC12OOC(C(=C(O)C2(O)O[O])N(=O)=O)C1ON(=O)=O,1,0,0,1,0,0,1,1,0,0
IPROPOLPAN,O=N(=O)OOC(=O)C(C)O,0,0,0,1,0,0,1,0,0,0
HYETHO2H,OCCOO,0,0,0,0,0,0,0,0,1,0
C7DCO2,CCCC(=O)C(O[O])C(O)C=O,1,0,0,1,0,0,1,0,0,0
NAPINBOOH,OOC1CC2CC(C1(C)ON(=O)=O)C2(C)C,0,0,0,3,0,0,1,1,1,0
EOX2EOL,OCCOCC,0,0,0,1,0,0,0,0,0,0
NBCALO2,O=CCCC(O[O])(CO[N+](=O)[O-])C1CC(C)(C)C1CCC(=O)C,1,0,0,3,0,1,1,0,0,0
A2PANOO,OCC(O)C(=O)O[O],1,1,0,0,0,0,1,0,0,0
ACCOETOOH,CC(=O)OC(=O)CCOO,0,0,0,1,0,0,2,0,1,0
C717OOH,O=CCC(OO)CC(=O)C(=O)C,0,0,0,1,0,1,2,0,1,0
